TransactionType,TransactionDuration,TimeSinceLastTransaction,TransactionPerDay,LoginAttempts,Cluster
Debit,102.0,36258374.0,1.0,Low,0
Credit,99.0,37122993.0,1.0,Low,0
Debit,49.0,56559698.0,1.0,Low,0
Debit,91.0,29261217.0,1.0,Low,0
Credit,199.0,53016245.0,1.0,Low,0
Credit,103.0,27532067.0,1.0,High,2
Debit,185.0,38670798.0,1.0,Low,0
Debit,159.0,27702599.0,1.0,Low,0
Debit,45.0,56817732.0,1.0,Low,0
Debit,89.0,35040180.0,1.0,Low,0
Debit,93.0,31852930.0,1.0,Low,0
Debit,179.0,55006800.0,1.0,Low,0
Debit,174.0,40230820.0,1.0,Low,0
Credit,96.0,55003176.0,1.0,Low,0
Debit,12.0,41695831.0,1.0,Low,0
Credit,46.0,28137139.0,1.0,Low,0
Debit,275.0,42297363.0,1.0,Low,0
Debit,56.0,35565042.0,1.0,Low,0
Credit,158.0,38067895.0,1.0,Low,0
Debit,136.0,27093242.0,1.0,Low,0
Debit,181.0,35651862.0,1.0,Low,0
Debit,219.0,27182881.0,1.0,Low,0
Debit,172.0,46188628.0,1.0,Low,0
Debit,135.0,37123346.0,1.0,Low,0
Debit,17.0,34357954.0,1.0,Low,0
Debit,33.0,44035153.0,1.0,Low,0
Debit,40.000000000000014,58027089.0,1.0,Low,0
Credit,41.0,56039539.0,1.0,Low,0
Credit,64.0,42563532.0,1.0,Low,0
Debit,72.0,45676563.0,1.0,Low,0
Debit,45.0,35046555.0,1.0,Low,0
Debit,79.0,37896299.0,1.0,Low,0
Debit,95.0,57944654.0,1.0,Low,0
Credit,12.0,46192926.0,1.0,Low,0
Debit,93.0,33746208.0,1.0,Low,0
Debit,20.0,28388107.0,1.0,Low,0
Debit,66.0,45674706.0,1.0,Low,0
Debit,169.0,29949176.0,1.0,Low,0
Debit,175.0,31677431.0,1.0,Low,0
Debit,52.0,27181679.0,1.0,Low,0
Debit,84.0,28913757.0,1.0,Low,0
Debit,172.0,49995864.0,1.0,Low,0
Credit,97.0,34870755.0,1.0,Low,0
Debit,27.0,51116363.0,1.0,Low,0
Credit,118.0,57941529.0,1.0,Low,0
Debit,65.0,42041645.0,1.0,Low,0
Debit,27.0,43854054.0,1.0,High,2
Debit,175.0,43515916.0,1.0,Low,0
Credit,31.0,47052794.0,1.0,Low,0
Debit,213.0,30210063.0,1.0,Low,0
Debit,47.999999999999986,37809245.0,2.0,Low,1
Credit,147.0,30035358.0,1.0,Low,0
Debit,274.0,26577061.0,1.0,Low,0
Debit,69.0,38068585.0,1.0,Low,0
Debit,88.0,29433509.0,1.0,Low,0
Debit,285.0,51119457.0,1.0,Low,0
Debit,219.0,57077436.0,1.0,Low,0
Credit,162.0,39015077.0,1.0,Low,0
Debit,70.0,39101222.0,1.0,Low,0
Debit,197.0,38587570.0,1.0,Low,0
Debit,67.0,38586913.0,1.0,Low,0
Debit,24.0,53193768.0,1.0,Low,0
Debit,213.0,33061811.0,1.0,Low,0
Credit,198.0,44978259.0,1.0,Low,0
Debit,122.0,46190898.0,1.0,Low,0
Credit,118.0,45762888.0,1.0,Low,0
Debit,150.0,33579398.0,1.0,Low,0
Debit,133.0,44725432.0,1.0,Low,0
Debit,121.0,53186949.0,1.0,Low,0
Debit,70.0,48610039.0,1.0,Low,0
Debit,144.0,39881693.0,1.0,Low,0
Debit,75.0,57680088.0,1.0,Low,0
Credit,114.0,40489715.0,1.0,Low,0
Credit,144.0,30811106.0,1.0,Low,0
Credit,189.0,41526814.0,1.0,Low,0
Credit,156.0,41956278.0,1.0,High,2
Debit,15.0,38063837.0,1.0,Low,0
Debit,50.0,51375448.0,1.0,Low,0
Debit,38.0,45588239.0,1.0,Low,0
Debit,15.0,48863659.0,1.0,Low,0
Credit,160.0,35653242.0,1.0,Low,0
Credit,33.0,37380017.0,1.0,Low,0
Debit,236.0,50688590.0,1.0,Low,0
Debit,102.0,55954193.0,1.0,Low,0
Debit,114.0,41702863.0,1.0,Low,0
Debit,265.0,44375255.0,1.0,Low,0
Debit,179.0,50167492.0,2.0,Low,1
Credit,128.0,28742381.0,1.0,Low,0
Debit,52.0,49820286.0,1.0,Low,0
Debit,171.0,32540660.0,1.0,Low,0
Debit,25.0,28396693.0,1.0,Low,0
Credit,19.0,48264709.0,1.0,Low,0
Debit,63.0,53194212.0,1.0,Low,0
Debit,52.0,48955482.0,1.0,Low,0
Credit,62.0,51289048.0,1.0,Low,0
Credit,80.0,42129996.0,1.0,Low,0
Debit,169.0,40147492.0,1.0,Low,0
Credit,68.0,39797332.0,1.0,Low,0
Debit,63.0,42652956.0,1.0,Low,0
Credit,51.0,39283415.0,1.0,Low,0
Debit,83.0,46535086.0,1.0,Low,0
Credit,124.0,52242545.0,1.0,Low,0
Credit,96.0,36251992.0,1.0,Low,0
Debit,52.0,39885703.0,1.0,Low,0
Debit,37.0,35910695.0,1.0,Low,0
Debit,45.0,51205991.0,1.0,Low,0
Debit,295.0,41527201.0,1.0,Low,0
Debit,115.0,52412481.0,1.0,Low,0
Debit,47.999999999999986,35645470.0,1.0,Low,0
Debit,96.0,27185937.0,1.0,Low,0
Debit,98.0,39109573.0,1.0,Low,0
Debit,147.0,46882570.0,1.0,Low,0
Debit,30.0,40919536.0,1.0,Low,0
Debit,37.0,50769998.0,1.0,Low,0
Debit,134.0,57339559.0,1.0,Low,0
Debit,152.0,45322006.0,1.0,Low,0
Debit,96.0,34353612.0,1.0,Low,0
Credit,289.0,57161408.0,1.0,Low,0
Debit,90.0,47749655.0,1.0,Low,0
Credit,137.0,33660435.0,1.0,Low,0
Debit,156.0,56562096.0,1.0,Low,0
Debit,68.0,54228039.0,1.0,Low,0
Debit,51.0,47143858.0,1.0,Low,0
Debit,157.0,31671300.0,1.0,Low,0
Debit,288.0,43341488.0,1.0,Low,0
Credit,68.0,51377779.0,1.0,Low,0
Debit,66.0,27615353.0,1.0,Low,0
Debit,284.0,30207737.0,1.0,Low,0
Credit,122.0,29600910.0,1.0,Low,0
Debit,47.0,46451672.0,1.0,Low,0
Debit,45.0,30468724.0,1.0,Low,0
Credit,49.0,49216651.0,1.0,Low,0
Credit,99.0,37726893.0,1.0,Low,0
Credit,167.0,39281369.0,1.0,Low,0
Debit,116.0,44374438.0,1.0,Low,0
Debit,233.0,50771004.0,1.0,Low,0
Debit,47.0,38679081.0,1.0,Low,0
Debit,68.0,36772589.0,2.0,Low,1
Credit,66.0,51377985.0,1.0,Low,0
Debit,39.0,43515856.0,1.0,Low,0
Credit,121.0,45069089.0,1.0,Low,0
Debit,90.0,47747701.0,1.0,Low,0
Debit,181.0,56646567.0,1.0,Low,0
Credit,172.0,53190312.0,1.0,Low,0
Debit,39.0,26926309.0,1.0,Low,0
Debit,51.0,43860042.0,1.0,Low,0
Debit,173.0,29951577.0,1.0,Low,0
Debit,161.0,45156061.0,1.0,Low,0
Debit,107.0,31239497.0,1.0,Low,0
Debit,111.0,53193299.0,1.0,Low,0
Credit,225.0,43340311.0,1.0,Low,0
Debit,36.0,57427329.0,1.0,Low,0
Credit,91.0,33232836.0,1.0,Low,0
Debit,44.0,57937841.0,1.0,Low,0
Credit,40.000000000000014,36777818.0,2.0,Low,1
Debit,95.0,35395346.0,1.0,High,2
Debit,159.0,36255741.0,1.0,Low,0
Debit,77.0,31073077.0,1.0,Low,0
Debit,212.0,44120016.0,1.0,Low,0
Debit,111.0,28741696.0,1.0,Low,0
Credit,84.0,58032668.0,1.0,Low,0
Debit,44.0,39191263.0,1.0,Low,0
Debit,143.0,33231689.0,1.0,Low,0
Debit,163.0,33835123.0,1.0,Low,0
Debit,52.0,33835716.0,1.0,Low,0
Debit,280.0,57080838.0,1.0,Low,0
Debit,111.0,32889943.0,1.0,Low,0
Credit,196.0,36079228.0,1.0,Low,0
Debit,83.0,47485213.0,1.0,Low,0
Debit,263.0,34268400.0,1.0,Low,0
Credit,247.0,50163034.0,1.0,Low,0
Debit,55.0,40399607.0,1.0,Low,0
Debit,103.0,43426993.0,1.0,Low,0
Debit,152.0,52241690.0,1.0,Low,0
Debit,153.0,43421272.0,1.0,Low,0
Debit,89.0,41355973.0,1.0,Low,0
Debit,201.0,29603541.0,1.0,Low,0
Debit,166.0,44372170.0,1.0,Low,0
Debit,129.0,32024077.0,1.0,Low,0
Credit,66.0,37382137.0,1.0,Low,0
Debit,263.0,39279063.0,1.0,Low,0
Debit,59.0,45847634.0,1.0,Low,0
Debit,118.0,54743014.0,1.0,Low,0
Debit,91.0,42819634.0,1.0,Low,0
Credit,132.0,51976004.0,1.0,Low,0
Debit,251.0,35654002.0,1.0,Low,0
Debit,24.0,42041774.0,1.0,Low,0
Debit,46.0,32974370.0,1.0,Low,0
Debit,251.0,48006958.0,1.0,Low,0
Credit,145.0,42732493.0,1.0,Low,0
Debit,161.0,52410375.0,1.0,Low,0
Debit,147.0,34875833.0,1.0,Low,0
Debit,116.0,35480409.0,1.0,Low,0
Debit,179.0,34090046.0,1.0,Low,0
Debit,75.0,57249684.0,1.0,Low,0
Debit,47.999999999999986,43252758.0,1.0,Low,0
Debit,27.0,47144517.0,1.0,Low,0
Debit,121.0,38933813.0,1.0,Low,0
Debit,81.0,37810572.0,1.0,Low,0
Debit,189.0,53706372.0,1.0,Low,0
Credit,139.0,28995213.0,1.0,Low,0
Debit,47.0,29000707.0,2.0,Low,1
Debit,145.0,27526243.0,2.0,Low,1
Debit,293.0,44457260.0,1.0,Low,0
Credit,146.0,35650161.0,2.0,Low,1
Credit,137.0,56815451.0,1.0,Low,0
Debit,172.0,43169455.0,1.0,Low,0
Credit,104.0,30209823.0,1.0,Low,0
Credit,161.0,48351799.0,1.0,Low,0
Debit,41.0,57681380.0,1.0,Low,0
Debit,105.0,51808953.0,1.0,Low,0
Debit,93.0,42906544.0,1.0,Low,0
Debit,85.0,55603382.0,1.0,Low,0
Debit,155.0,52934427.0,1.0,Low,0
Debit,174.0,26925519.0,1.0,Low,0
Debit,173.0,27611828.0,1.0,Low,0
Debit,68.0,54747587.0,1.0,Low,0
Debit,80.0,54999077.0,1.0,Low,0
Debit,185.0,45848456.0,1.0,Low,0
Debit,40.000000000000014,36600738.0,1.0,Low,0
Debit,280.0,30814443.0,1.0,Low,0
Debit,109.0,45243772.0,1.0,Low,0
Debit,106.0,51374327.0,1.0,Low,0
Debit,283.0,55608363.0,1.0,Low,0
Debit,255.0,41097818.0,1.0,Low,0
Debit,87.0,39533561.0,1.0,Low,0
Debit,34.0,51983093.0,1.0,Low,0
Debit,109.0,52500040.0,1.0,Low,0
Credit,92.0,44117851.0,1.0,Low,0
Debit,103.0,54916429.0,1.0,Low,0
Credit,83.0,35908750.0,1.0,Low,0
Debit,97.0,39023813.0,1.0,Low,0
Credit,216.0,45929496.0,1.0,Low,0
Credit,125.0,44726335.0,1.0,Low,0
Debit,151.0,29863343.0,1.0,Low,0
Debit,78.0,27442714.0,1.0,Low,0
Debit,114.0,50767428.0,1.0,Low,0
Debit,91.0,33061256.0,1.0,Low,0
Debit,66.0,51030244.0,1.0,Low,0
Debit,300.0,29001232.0,1.0,Low,0
Debit,106.0,30721066.0,1.0,Low,0
Debit,111.0,53537359.0,1.0,Low,0
Credit,50.0,47136582.0,1.0,Low,0
Debit,179.0,54833065.0,1.0,Low,0
Debit,146.0,43253637.0,1.0,Low,0
Debit,150.0,47057490.0,1.0,Low,0
Debit,95.0,30815456.0,1.0,Low,0
Debit,31.0,52588548.0,1.0,Low,0
Debit,160.0,46877904.0,1.0,Low,0
Debit,295.0,42911883.0,1.0,Low,0
Debit,217.0,30814070.0,1.0,Low,0
Credit,148.0,47404748.0,1.0,Low,0
Debit,160.0,30468056.0,1.0,Low,0
Debit,148.0,45930377.0,1.0,Low,0
Credit,41.0,29259342.0,1.0,Low,0
Debit,17.0,45935057.0,1.0,Low,0
Credit,149.0,54832749.0,1.0,Low,0
Debit,174.0,48950934.0,1.0,Low,0
Debit,47.0,51982568.0,1.0,Low,0
Debit,243.0,33493793.0,1.0,Low,0
Debit,136.0,31766641.0,1.0,Low,0
Debit,140.0,33233973.0,1.0,Low,0
Credit,243.0,50168855.0,1.0,Low,0
Debit,116.0,50160849.0,1.0,Low,0
Debit,146.0,44116483.0,1.0,Low,0
Debit,65.0,48957404.0,1.0,Low,0
Debit,175.0,41693804.0,1.0,Low,0
Debit,64.0,44548245.0,1.0,Low,0
Debit,61.0,47403199.0,1.0,Low,0
Debit,145.0,27438202.0,1.0,Low,0
Debit,235.0,35048873.0,1.0,Low,0
Debit,164.0,48351235.0,1.0,Low,0
Debit,33.0,28387713.0,1.0,Low,0
Debit,102.0,32970990.0,1.0,Low,0
Debit,132.0,50427236.0,1.0,Low,0
Debit,23.0,43165686.0,1.0,Low,0
Debit,148.0,36077575.0,1.0,Low,0
Debit,51.0,53797408.0,1.0,Low,0
Credit,137.0,41093932.0,1.0,Low,0
Credit,99.0,41437072.0,1.0,Low,0
Debit,143.0,54400017.0,1.0,Low,0
Debit,164.0,41009521.0,1.0,Low,0
Debit,165.0,49823476.0,1.0,Low,0
Credit,86.0,27783946.0,1.0,Low,0
Debit,28.0,49388657.0,1.0,Low,0
Credit,151.0,29599750.0,1.0,Low,0
Debit,166.0,30555187.0,1.0,Low,0
Debit,243.0,35562191.0,1.0,Low,0
Debit,15.0,36775212.0,1.0,Low,0
Debit,254.0,53796749.0,1.0,Low,0
Debit,282.0,45325460.0,1.0,Low,0
Debit,77.0,45583983.0,1.0,Low,0
Debit,91.0,55263591.0,1.0,Low,0
Credit,45.0,53190629.0,1.0,Low,0
Debit,76.0,31677644.0,1.0,Low,0
Debit,173.0,28994697.0,1.0,Low,0
Credit,122.0,48699295.0,1.0,Low,0
Credit,112.0,39282774.0,1.0,Low,0
Debit,179.0,34701390.0,1.0,Low,0
Credit,109.0,38928604.0,1.0,Low,0
Debit,258.0,56815745.0,1.0,Low,0
Debit,41.0,27100868.0,1.0,Low,0
Debit,82.0,40137873.0,1.0,Low,0
Debit,72.0,47143867.0,1.0,Low,0
Credit,205.0,33577986.0,1.0,Low,0
Debit,217.0,32022185.0,1.0,Low,0
Debit,144.0,37469383.0,1.0,Low,0
Debit,118.0,50771575.0,1.0,Low,0
Debit,32.0,27787602.0,1.0,Low,0
Debit,120.0,46969470.0,1.0,Low,0
Debit,17.0,40228872.0,1.0,Low,0
Debit,203.0,36171500.0,1.0,Low,0
Debit,86.0,46540475.0,1.0,Low,0
Credit,233.0,40313629.0,1.0,Low,0
Credit,201.0,45847400.0,1.0,Low,0
Debit,146.0,54397345.0,1.0,Low,0
Credit,251.0,30810284.0,1.0,Low,0
Debit,132.0,48008134.0,1.0,Low,0
Debit,129.0,37985751.0,1.0,Low,0
Debit,67.0,36858918.0,1.0,Low,0
Debit,49.0,27095471.0,1.0,Low,0
Debit,153.0,51376940.0,1.0,Low,0
Credit,37.0,53620617.0,1.0,Low,0
Debit,19.0,51721787.0,1.0,Low,0
Debit,199.0,57769948.0,1.0,Low,0
Debit,123.0,35563583.0,1.0,Low,0
Debit,288.0,48353012.0,1.0,Low,0
Debit,56.0,54143282.0,1.0,Low,0
Debit,243.0,37203925.0,1.0,Low,0
Debit,74.0,52844563.0,1.0,Low,0
Debit,171.0,29427849.0,1.0,Low,0
Debit,71.0,49563928.0,2.0,Low,1
Credit,134.0,38072815.0,2.0,Low,1
Debit,31.0,33229513.0,1.0,Low,0
Debit,68.0,56041102.0,1.0,Low,0
Credit,88.0,38673755.0,2.0,Low,1
Credit,107.0,27445596.0,1.0,Low,0
Credit,30.0,28394037.0,1.0,Low,0
Debit,49.0,29600283.0,1.0,Low,0
Debit,63.0,49821499.0,1.0,Low,0
Debit,229.0,37462335.0,1.0,Low,0
Debit,180.0,41004132.0,1.0,Low,0
Credit,175.0,35040141.0,1.0,Low,0
Debit,38.0,56733298.0,1.0,Low,0
Debit,47.0,52413220.0,1.0,Low,0
Credit,160.0,39621131.0,1.0,Low,0
Credit,248.0,31848213.0,1.0,Low,0
Debit,29.0,42305161.0,1.0,Low,0
Debit,292.0,47747001.0,1.0,Low,0
Credit,274.0,44030452.0,1.0,High,2
Debit,204.0,55526641.0,1.0,Low,0
Debit,283.0,27615079.0,1.0,Low,0
Credit,140.0,44545744.0,1.0,Low,0
Debit,88.0,31419835.0,1.0,Low,0
Debit,108.0,48869674.0,1.0,Low,0
Credit,222.0,57338397.0,1.0,Low,0
Debit,98.0,46280680.0,1.0,Low,0
Debit,94.0,29603283.0,1.0,Low,0
Debit,168.0,31419046.0,1.0,Low,0
Debit,38.0,52581843.0,1.0,Low,0
Credit,195.0,34870436.0,1.0,Low,0
Debit,215.0,56475317.0,1.0,Low,0
Debit,76.0,31937093.0,1.0,Low,0
Credit,75.0,37892858.0,1.0,Low,0
Debit,122.0,33830858.0,1.0,Low,0
Debit,73.0,55436255.0,1.0,Low,0
Debit,78.0,35652547.0,1.0,Low,0
Credit,116.0,45933494.0,1.0,Low,0
Debit,150.0,36602466.0,1.0,Low,0
Credit,56.0,44725552.0,1.0,Low,0
Debit,47.0,29601253.0,1.0,Low,0
Debit,56.0,42823028.0,1.0,Low,0
Debit,149.0,31239902.0,1.0,Low,0
Debit,182.0,48952177.0,1.0,Low,0
Debit,15.0,39193346.0,1.0,Low,0
Credit,93.0,45587735.0,1.0,Low,0
Debit,148.0,57770981.0,1.0,High,2
Debit,84.0,51805746.0,1.0,Low,0
Debit,194.0,35996564.0,1.0,Low,0
Debit,158.0,40493169.0,1.0,Low,0
Debit,129.0,49303754.0,1.0,Low,0
Credit,176.0,29000867.0,1.0,Low,0
Debit,111.0,32025113.0,1.0,Low,0
Debit,229.0,51374701.0,1.0,Low,0
Credit,122.0,45331145.0,1.0,Low,0
Debit,118.0,31324301.0,1.0,Low,0
Debit,52.0,57164246.0,1.0,Low,0
Credit,217.0,33831820.0,1.0,Low,0
Debit,129.0,36775516.0,1.0,Low,0
Debit,41.0,38418000.0,1.0,Low,0
Debit,17.0,40492630.0,1.0,Low,0
Debit,150.0,41006882.0,1.0,Low,0
Debit,69.0,33060411.0,1.0,Low,0
Debit,268.0,32883584.0,1.0,Low,0
Debit,36.0,39710303.0,1.0,Low,0
Debit,140.0,57247344.0,1.0,Low,0
Debit,40.000000000000014,29520043.0,1.0,Low,0
Credit,98.0,50773240.0,1.0,Low,0
Debit,117.0,58030698.0,1.0,Low,0
Debit,12.0,32543838.0,1.0,Low,0
Debit,171.0,40233895.0,1.0,Low,0
Debit,49.0,56729907.0,1.0,Low,0
Debit,97.0,46452100.0,1.0,Low,0
Credit,141.0,47144792.0,1.0,Low,0
Debit,292.0,54400708.0,1.0,Low,0
Debit,109.0,30729656.0,1.0,Low,0
Debit,94.0,29513243.0,1.0,Low,0
Debit,118.0,32970477.0,1.0,Low,0
Credit,72.0,48010113.0,1.0,Low,0
Credit,240.0,32018051.0,2.0,Low,1
Debit,23.0,33148858.0,1.0,High,2
Credit,150.0,48354722.0,1.0,Low,0
Debit,154.0,36076983.0,1.0,Low,0
Debit,84.0,39795432.0,1.0,Low,0
Debit,75.0,58032547.0,1.0,Low,0
Debit,79.0,42647363.0,1.0,Low,0
Credit,134.0,40404202.0,1.0,Low,0
Credit,218.0,35047235.0,1.0,Low,0
Debit,28.0,51201597.0,1.0,Low,0
Debit,276.0,37469213.0,1.0,Low,0
Debit,155.0,53797656.0,1.0,Low,0
Debit,167.0,57423502.0,1.0,Low,0
Debit,33.0,29604897.0,1.0,Low,0
Debit,101.0,27184499.0,1.0,Low,0
Debit,212.0,49219808.0,1.0,Low,0
Debit,173.0,52847210.0,1.0,Low,0
Debit,150.0,34099508.0,2.0,Low,1
Credit,269.0,48784049.0,1.0,Low,0
Credit,177.0,44725901.0,1.0,Low,0
Debit,147.0,31414281.0,1.0,Low,0
Debit,31.0,51375257.0,1.0,Low,0
Debit,178.0,43257892.0,1.0,Low,0
Debit,278.0,44550571.0,1.0,Low,0
Debit,293.0,49910615.0,1.0,Low,0
Credit,143.0,35475040.0,1.0,Low,0
Debit,158.0,37465311.0,1.0,Low,0
Debit,211.0,27182284.0,1.0,Low,0
Debit,234.0,35048568.0,1.0,Low,0
Debit,80.0,30468680.0,1.0,Low,0
Credit,93.0,42909215.0,1.0,Low,0
Debit,59.0,48954247.0,1.0,Low,0
Debit,129.0,40830199.0,1.0,Low,0
Debit,46.0,27180494.0,1.0,Low,0
Debit,18.0,38503642.0,1.0,Low,0
Debit,175.0,28656224.0,1.0,Low,0
Debit,114.0,54056455.0,1.0,Low,0
Debit,170.0,43948212.0,1.0,Low,0
Credit,78.0,46195764.0,1.0,Low,0
Debit,17.0,53798408.0,1.0,Low,0
Debit,162.0,56217719.0,1.0,Low,0
Debit,115.0,34436836.0,1.0,Low,0
Credit,137.0,28915563.0,1.0,Low,0
Debit,35.0,28821137.0,1.0,Low,0
Debit,149.0,37812169.0,1.0,Low,0
Debit,144.0,39023183.0,1.0,Low,0
Debit,120.0,31670632.0,1.0,Low,0
Debit,37.0,52845040.0,1.0,Low,0
Debit,176.0,35653142.0,1.0,Low,0
Debit,20.999999999999986,41529318.0,1.0,Low,0
Debit,31.0,39628089.0,2.0,Low,1
Debit,167.0,44466075.0,1.0,Low,0
Debit,150.0,45322910.0,1.0,Low,0
Debit,30.0,44721626.0,1.0,Low,0
Credit,92.0,51379597.0,1.0,Low,0
Debit,171.0,30638199.0,1.0,Low,0
Debit,145.0,36252924.0,1.0,Low,0
Credit,253.0,40227412.0,1.0,Low,0
Debit,146.0,33494526.0,1.0,Low,0
Debit,27.0,41700348.0,1.0,Low,0
Credit,288.0,32278557.0,1.0,Low,0
Debit,127.0,28049547.0,1.0,Low,0
Debit,157.0,42305572.0,1.0,Low,0
Debit,141.0,38066296.0,1.0,Low,0
Debit,49.0,41011402.0,1.0,Low,0
Credit,58.0,50768208.0,1.0,Low,0
Credit,154.0,27705444.0,1.0,Low,0
Debit,121.0,43510282.0,1.0,Low,0
Debit,136.0,31161380.0,1.0,Low,0
Credit,89.0,43171050.0,1.0,Low,0
Debit,47.999999999999986,44117943.0,1.0,Low,0
Debit,112.0,44380029.0,1.0,High,2
Credit,103.0,35473824.0,2.0,Low,1
Debit,77.0,48691018.0,1.0,Low,0
Credit,63.0,30550920.0,1.0,Low,0
Credit,277.0,41093712.0,1.0,Low,0
Debit,75.0,53189620.0,1.0,Low,0
Debit,172.0,43515264.0,1.0,Low,0
Credit,73.0,33487930.0,1.0,Low,0
Debit,269.0,38504360.0,1.0,Low,0
Debit,31.0,30728885.0,1.0,Low,0
Debit,169.0,56734100.0,1.0,Low,0
Debit,115.0,33577071.0,1.0,Low,0
Debit,153.0,48268735.0,1.0,Low,0
Debit,101.0,26926857.0,1.0,Low,0
Credit,43.0,41356047.0,1.0,Low,0
Credit,279.0,28394316.0,1.0,Low,0
Debit,175.0,50507453.0,1.0,Low,0
Debit,154.0,55000201.0,1.0,Low,0
Debit,121.0,39105348.0,1.0,Low,0
Credit,66.0,39281246.0,1.0,Low,0
Debit,275.0,27788273.0,1.0,Low,0
Debit,57.0,40490956.0,1.0,Low,0
Debit,128.0,27181601.0,1.0,Low,0
Credit,60.0,46185271.0,1.0,Low,0
Credit,142.0,55266032.0,1.0,Low,0
Debit,139.0,57166061.0,1.0,Low,0
Debit,210.0,35395575.0,1.0,Low,0
Credit,199.0,51977452.0,1.0,Low,0
Debit,82.0,52238113.0,1.0,Low,0
Debit,157.0,57422468.0,1.0,Low,0
Debit,14.0,42823971.0,1.0,Low,0
Credit,125.0,53193544.0,1.0,Low,0
Debit,287.0,31419638.0,1.0,Low,0
Debit,141.0,54656533.0,1.0,Low,0
Debit,105.0,33579716.0,1.0,Low,0
Credit,109.0,41956659.0,1.0,Low,0
Debit,44.0,54396619.0,1.0,Low,0
Debit,36.0,44720738.0,1.0,Low,0
Debit,266.0,53020719.0,1.0,Low,0
Credit,73.0,56212362.0,1.0,Low,0
Debit,200.0,57423255.0,1.0,Low,0
Credit,62.0,33054227.0,1.0,Low,0
Debit,12.0,26835330.0,1.0,Low,0
Debit,175.0,32968945.0,1.0,High,2
Debit,222.0,55008165.0,1.0,Low,0
Debit,12.0,49824197.0,1.0,High,2
Debit,129.0,38063928.0,1.0,Low,0
Debit,141.0,52848431.0,1.0,Low,0
Debit,145.0,55006114.0,1.0,Low,0
Debit,272.0,53623475.0,1.0,Low,0
Debit,125.0,40141851.0,1.0,Low,0
Debit,202.0,43860473.0,1.0,Low,0
Debit,110.0,29429661.0,1.0,Low,0
Debit,62.0,57427062.0,1.0,Low,0
Credit,126.0,39620882.0,1.0,Low,0
Debit,287.0,47485302.0,1.0,Low,0
Debit,64.0,37381996.0,1.0,Low,0
Debit,140.0,39885265.0,1.0,Low,0
Debit,216.0,44720389.0,2.0,Low,1
Credit,56.0,31847123.0,1.0,Low,0
Credit,101.0,49214091.0,1.0,Low,0
Debit,118.0,56468125.0,1.0,Low,0
Debit,84.0,56215385.0,1.0,Low,0
Debit,125.0,46540305.0,1.0,Low,0
Debit,30.0,44634914.0,1.0,Low,0
Debit,141.0,32625848.0,1.0,Low,0
Credit,139.0,50161660.0,1.0,Low,0
Debit,79.0,38671257.0,1.0,Low,0
Debit,71.0,48267403.0,1.0,Low,0
Credit,137.0,47056617.0,1.0,Low,0
Debit,57.0,47140745.0,1.0,Low,0
Debit,38.0,45930602.0,1.0,Low,0
Debit,140.0,32629190.0,1.0,Low,0
Debit,79.0,35996823.0,1.0,Low,0
Debit,26.0,34184470.0,1.0,Low,0
Debit,173.0,36690281.0,1.0,Low,0
Debit,74.0,43852988.0,1.0,Low,0
Debit,278.0,42909183.0,1.0,Low,0
Debit,12.0,42564393.0,1.0,Low,0
Debit,173.0,39283703.0,1.0,Low,0
Debit,140.0,51983793.0,1.0,Low,0
Debit,203.0,47741506.0,1.0,Low,0
Debit,60.0,49300420.0,1.0,Low,0
Debit,37.0,45063830.0,1.0,Low,0
Debit,157.0,53017417.0,1.0,Low,0
Credit,12.0,28737356.0,1.0,Low,0
Debit,162.0,53622568.0,1.0,High,2
Credit,130.0,29519345.0,1.0,Low,0
Debit,56.0,51636728.0,1.0,Low,0
Debit,162.0,27187171.0,1.0,Low,0
Debit,120.0,27788353.0,1.0,Low,0
Debit,63.0,34357839.0,1.0,Low,0
Debit,278.0,37122612.0,1.0,Low,0
Credit,138.0,31156988.0,1.0,Low,0
Debit,110.0,44633389.0,1.0,Low,0
Credit,154.0,36863211.0,1.0,Low,0
Debit,178.0,42131934.0,1.0,Low,0
Debit,93.0,29347145.0,1.0,Low,0
Debit,227.0,56816963.0,1.0,Low,0
Debit,60.0,45934776.0,1.0,Low,0
Debit,173.0,40486928.0,1.0,Low,0
Credit,44.0,43948935.0,1.0,Low,0
Debit,146.0,39886894.0,1.0,Low,0
Debit,165.0,53191823.0,1.0,Low,0
Debit,131.0,45154238.0,1.0,Low,0
Debit,95.0,31936541.0,1.0,Low,0
Debit,195.0,40490792.0,1.0,Low,0
Debit,50.0,27184059.0,1.0,Low,0
Debit,250.0,36691439.0,1.0,Low,0
Debit,162.0,34356060.0,1.0,Low,0
Debit,106.0,53788277.0,1.0,Low,0
Credit,129.0,54403101.0,1.0,Low,0
Debit,93.0,34695791.0,1.0,Low,0
Debit,137.0,44721786.0,1.0,High,2
Credit,110.0,38938104.0,1.0,Low,0
Debit,300.0,32276499.0,1.0,Low,0
Debit,150.0,31243640.0,1.0,Low,0
Debit,155.0,57423231.0,1.0,Low,0
Credit,178.0,51980258.0,1.0,Low,0
Debit,243.0,31411418.0,1.0,Low,0
Debit,73.0,30201295.0,1.0,Low,0
Credit,109.0,30465378.0,1.0,Low,0
Debit,157.0,51805491.0,1.0,Low,0
Debit,69.0,57764261.0,1.0,Low,0
Debit,36.0,49297879.0,1.0,Low,0
